,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
517,"Quiet & Cozy, Private Room Near Downtown Denver",North Park Hill,39.75697,-104.91488,Private room,184,1,97,90,1
518,Private Apartment with Luxury Finishes - 1bd/1ba,University,39.66913,-104.96574,Entire home/apt,91,3,150,52,0
519,Modern Home in Vibrant NW Denver,Regis,39.78884,-105.03535,Entire home/apt,115,30,5,52,0
520,Double Master Unit in Gorgeous Victorian Mansion,Cole,39.77145,-104.96759,Entire home/apt,170,1,219,72,0
521,"Cozy apartment, easy access to everything",West Colfax,39.73944,-105.03462,Entire home/apt,65,1,305,0,0
522,Stylish Town Home Close to Mountains and the City!,Villa Park,39.73256,-105.04883,Entire home/apt,142,2,101,11,0
523,"Private, Clean, Convenient , Downtown Studio",Five Points,39.75639,-104.97396,Entire home/apt,66,2,276,31,0
524,Unique Historic Victorian Mansion near Downtown,City Park West,39.75021,-104.97003,Entire home/apt,499,2,97,330,0
525,LOHI Light Industrial Retreat,Highland,39.763771,-105.021744,Entire home/apt,60,29,114,0,0
526,The Rocky Mountains Mountain Lodge in Denver,Highland,39.763771,-105.021744,Entire home/apt,69,29,114,1,0
527,"Light-Filled, Loft-Style Living in the Ballpark District",Five Points,39.76099,-104.9968,Entire home/apt,129,29,299,0,0
528,Sophisticated Contemporary House near Lower Highland,Sunnyside,39.77117,-105.00761,Entire home/apt,325,30,84,140,0
529,Shining Star in Uptown City Park area by Downtown,City Park West,39.74177,-104.9685,Entire home/apt,154,2,135,1,0
530,Luxury Living Brand New Construction! Sleeps 14!,West Colfax,39.74457,-105.02762,Entire home/apt,507,29,198,153,0
531,"Charming, Spacious South Denver Retreat",Cory - Merrill,39.69514,-104.94528,Entire home/apt,52,29,573,0,0
532,Newly Renovated Studio in City Park,Whittier,39.75703,-104.96115,Entire home/apt,103,2,525,82,0
533,Designer Apartment in a Historic 1901 Downtown Area Mansion.,Cheesman Park,39.73257,-104.97233,Entire home/apt,138,2,229,163,0
534,"Cozy, Private Garden-Level Suite in Mayfair",Hale,39.73512,-104.92318,Entire home/apt,85,2,294,167,0
535,"Comfy, roomy house in perfect location",Platt Park,39.6951,-104.98601,Private room,99,2,23,87,1
536,"DOWNTOWN LIVING SPACIOUS 2BD/2BA CONDO VIEW,  POOL",CBD,39.74633,-104.99678,Entire home/apt,149,30,1,181,0
537,"Beautiful 1922 condo, 50% monthly discount",Sloan Lake,39.74949,-105.02689,Entire home/apt,138,29,106,289,0
538,Cap Hill Condo | Balcony | Underground Parking,Capitol Hill,39.73694,-104.97988,Entire home/apt,76,30,1,209,0
539,Big home in neighborhood 1 Mile to Downtown Denver,Whittier,39.75991,-104.9658,Entire home/apt,350,4,10,0,0
540,"BrooksTowerCondos: New furniture, carpet & SmartTV",CBD,39.74516,-104.99716,Entire home/apt,83,30,11,271,0
541,Trendy 1930s Tudor | Pet-Friendly | Walkable,Highland,39.76737,-105.01366,Entire home/apt,235,3,53,54,0
542,Private Bedroom in Denver Mid Century Home (a),Northeast Park Hill,39.76241,-104.90937,Private room,106,1,130,57,1
543,"BrooksTowerCondos: New SmartTV, furniture & carpet",CBD,39.74568,-104.99608,Entire home/apt,83,60,2,271,0
544,The Lavendar House,Gateway - Green Valley Ranch,39.77623,-104.75826,Entire home/apt,129,29,84,365,0
545,"Charming Brick Home, 2B/2B",Berkeley,39.772,-105.03437,Entire home/apt,213,2,83,12,0
546,Bedroom 2,Speer,39.716354,-104.98674,Private room,96,29,22,353,1
547,New 4 Level Townhome Close to Downtown,Five Points,39.75192,-104.97452,Entire home/apt,400,2,18,319,0
548,Historic Wyman District Haven,Cheesman Park,39.73843,-104.96178,Entire home/apt,86,1,255,52,0
549,Cozy & Elegant Art District Remodel -Downtown Area,Lincoln Park,39.73051,-104.99666,Entire home/apt,163,3,283,58,0
550,★Cozy Private Apt+Patio★Ace Location★Stellar View★,Jefferson Park,39.74802,-105.02423,Entire home/apt,111,2,308,0,0
551,Elegant Hip Flat in Denver's hottest neighborhood,Five Points,39.75798,-104.98108,Entire home/apt,161,1,424,299,0
552,"1 Bed Ranch Style Duplex no stairs, Entire Unit",Virginia Village,39.69247,-104.91906,Entire home/apt,70,2,171,92,0
553,1 Bdrm Apt in Heart of City Park-7min to Downtown!,City Park,39.74271,-104.94538,Entire home/apt,102,2,131,172,0
554,"Maggie's Farm: Pet Friendly, 420 Friendly",Regis,39.78458,-105.03504,Entire home/apt,171,2,79,176,0
555,Lovely Asian-Inspired Private Floor,North Park Hill,39.7579,-104.93859,Entire home/apt,141,1,335,7,0
556,Cozy and Charming Home in DU Area,University Park,39.68041,-104.95041,Entire home/apt,241,3,76,191,0
557,Fantastic one bedroom downtown loft in Riverfront,Union Station,39.75246,-105.00584,Entire home/apt,88,29,10,272,0
558,West room,Platt Park,39.68814,-104.97679,Private room,125,1,55,364,1
559,Grape Expectations!,Northeast Park Hill,39.76979,-104.92398,Private room,48,30,62,352,1
560,Charming Studio in historic Baker,Baker,39.71523,-104.9883,Entire home/apt,77,3,221,104,0
561,Great New England Farmhouse in Central Denver,Hilltop,39.71684,-104.93394,Entire home/apt,525,3,60,0,0
562,Luxury in the Highlands - Huge home with elevator,Sloan Lake,39.74874,-105.03931,Entire home/apt,1250,1,5,87,0
563,Eleven Blocks from Downtown 2019-BFN-0000267,Baker,39.72304,-104.98885,Entire home/apt,99,29,78,162,0
564,Heated Garage-New Furniture-New Building-Location!,Jefferson Park,39.74888,-105.02169,Entire home/apt,155,90,12,285,0
565,"LARGE studio in historic, central Cap Hill",Cheesman Park,39.73249,-104.97089,Entire home/apt,85,2,352,31,0
566,Loft Apartment North Wash park,Speer,39.71717,-104.98109,Private room,40,72,1,0,1
567,"Large, Cozy House, Big Kitchen, Perfect Location",Stapleton,39.76008,-104.8993,Entire home/apt,189,4,69,0,0
568,Gorgeous modern high-rise Denver loft skyline view,Union Station,39.7575,-105.00396,Entire home/apt,150,30,1,216,0
569,Unique & Spacious Home With Backyard & Patio,Speer,39.71194,-104.98338,Entire home/apt,120,30,273,132,0
570,Welcome Home - Huge Downtown Denver Mansion!,City Park West,39.74226,-104.96413,Entire home/apt,289,30,91,285,0
571,"420 Friendly Home, minutes from downtown Denver",Ruby Hill,39.6884,-105.01157,Entire home/apt,124,2,182,277,0
572,The Cottage at Seahorse Heights,Congress Park,39.73238,-104.95721,Entire home/apt,123,1,392,126,0
573,RIVERFRONT PARK UNION STATION!  COZY LUXURY LOFT!,Union Station,39.75437,-105.0047,Entire home/apt,151,29,55,334,0
574,Historic Curtis Park/RiNo home -walk to everything,Five Points,39.75776,-104.97738,Entire home/apt,580,3,43,51,0
575,TreeHouse on South Pearl,Platt Park,39.68493,-104.9828,Entire home/apt,162,29,54,275,0
576,Adorable Row Home 5 Minutes from Downtown Denver!,West Colfax,39.74579,-105.02551,Entire home/apt,64,30,36,130,0
577,GARDEN SUITE: COMFORT & BEAUTY IN AN HISTORIC HOME,East Colfax,39.74399,-104.90066,Entire home/apt,95,30,26,103,0
578,Simple and relaxing place in Sunnyside.,Sunnyside,39.77665,-105.0247,Entire home/apt,105,4,74,32,0
579,ROCKY MOUNTAIN WAREHOUSE LOFT,Union Station,39.75466,-104.99614,Entire home/apt,179,30,14,257,0
580,420 Friendly - Private Basement Apartment,Chaffee Park,39.78608,-105.01778,Entire home/apt,85,29,288,164,0
581,Cozy Neighborhood Spot Close to Downtown,Sunnyside,39.77802,-105.02035,Entire home/apt,134,2,332,67,0
582,"Bright, airy 4BD home in Baker",Baker,39.71532,-104.99322,Entire home/apt,329,30,72,269,0
583,Near Downtown 1 Bedroom & 1 Bath,Cole,39.76541,-104.97096,Private room,75,29,36,332,1
584,Urban Garden,Northeast Park Hill,39.76673,-104.9246,Entire home/apt,150,5,28,0,0
585,LOHI Denver Lower Level Separate Entrance,Highland,39.76711,-105.00898,Entire home/apt,185,2,124,84,0
586,Modern Airy Sloan's Lake Townhome (1BR/1.5BA),West Colfax,39.745,-105.03251,Entire home/apt,285,2,20,362,0
587,Our Denver Sunnyside apartment,Sunnyside,39.77337,-105.01605,Entire home/apt,111,2,194,281,0
588,RiNo Come & Go - Private bed/bath ensuite,Five Points,39.7547,-104.98525,Private room,63,1,382,148,1
589,West Wash Park Rental,Washington Park West,39.71017,-104.98031,Entire home/apt,75,30,10,171,0
590,"★★★★★Downtown, PRIVATE patio with city views★★★★★",Jefferson Park,39.75003,-105.01975,Entire home/apt,500,29,110,87,0
591,DOWNTOWN DENVER FURNISHED CONDO THE BARCLAY TOWERS,Union Station,39.75013,-104.99635,Entire home/apt,131,90,3,151,0
592,Upstairs of Charming cottage style (2 of 2 bdrms),Cole,39.76586,-104.96018,Private room,65,4,58,356,1
593,Tree House | Peaceful Retreat on Tejon | Hot Tub,Sunnyside,39.77086,-105.01055,Entire home/apt,129,2,94,86,0
594,Cozy city living in quiet neighborhood,Northeast Park Hill,39.76283,-104.92146,Private room,150,2,82,180,1
595,Spacious Tudor charm 1bd in vibrant S. City Park,City Park,39.74419,-104.9497,Entire home/apt,120,30,11,287,0
596,Hip Location- RiNo,Five Points,39.7633,-104.98534,Entire home/apt,153,29,160,89,0
597,007 Huge Suite - Awesome Views of Denver and Mtns,Gateway - Green Valley Ranch,39.79391,-104.73903,Private room,89,2,136,354,1
598,Modern Home near Lake and minutes from Downtown,Sloan Lake,39.75226,-105.03896,Entire home/apt,474,30,4,69,0
599,1 BEDROOM SPIRE CONDOMINIUMS 12TH FLOOR,CBD,39.74572,-104.99668,Entire home/apt,177,30,1,314,0
600,"Modern, rooftop view, steps to downtown!",Five Points,39.75015,-104.97374,Entire home/apt,229,2,315,155,0
601,Perfect Home Downtown Denver on Cheesman Park,Cheesman Park,39.73902,-104.96925,Entire home/apt,258,4,20,0,0
602,Cozy RiNo Home,Five Points,39.7594,-104.97847,Entire home/apt,70,60,357,179,0
603,Modern Artsy Townhome Near Downtown,Five Points,39.7514,-104.97909,Entire home/apt,275,3,153,297,0
604,Charming Pineapple Cottage,University,39.66788,-104.97145,Entire home/apt,210,30,89,233,0
605,Basement Bungalow,City Park West,39.75025,-104.97276,Entire home/apt,41,1,433,22,0
606,"Modern, Comfy, Clean, Monthly, Steps to City Park",City Park West,39.75055,-104.96062,Entire home/apt,83,28,70,319,0
607,Minimalist Studio a Half Mile From Denver University,University,39.66846,-104.97308,Entire home/apt,86,30,212,271,0
608,Garden Level - 1 Queen bed & 1 Day bed,Rosedale,39.67684,-104.98061,Entire home/apt,61,1,225,0,0
609,Feel Inspired in this Stylish Home,University Hills,39.66813,-104.93379,Entire home/apt,117,30,94,209,0
610,Mid-Century Modern Style near Tennyson!,Berkeley,39.78048,-105.05127,Entire home/apt,270,30,13,357,0
611,"CHARMING LODGE 2 BR/Denver, 10 min from dwn twn",University Hills,39.66484,-104.92989,Entire home/apt,778,120,13,365,0
612,Spacious room with private bath in Central Denver,Baker,39.72004,-104.99227,Private room,60,2,204,22,1
613,Bedroom 3 - Deluxe With Private Bath,Speer,39.716354,-104.98674,Private room,141,29,7,363,1
614,Chill in an Inviting Eco Getaway with a Garden Hammock,Whittier,39.75827,-104.96106,Private room,116,2,215,85,1
615,Retro 2 Bedroom Luxury Suite - Cap Hill,Capitol Hill,39.73472,-104.98027,Entire home/apt,125,30,242,154,0
616,‘The Native’ @ Wash Park/DU.  Studio w prvt entry,University,39.68215,-104.96904,Entire home/apt,86,2,269,70,0
617,Spacious private bed & bath near RiNo & Downtown,Whittier,39.76056,-104.9703,Private room,52,2,281,102,1
618,Bright Private 420 Basement in Little Blue House,Barnum,39.7213,-105.03433,Entire home/apt,111,2,355,325,0
619,Private home close to downtown & dining,Sunnyside,39.76932,-105.01449,Entire home/apt,116,1,167,0,0
620,Cozy Stay-Private Room by DIA,Gateway - Green Valley Ranch,39.79265,-104.73569,Private room,45,1,356,240,1
621,Charming Studio Apt. in Historic Brick House,City Park,39.74396,-104.94673,Entire home/apt,85,30,76,90,0
622,Turnkey Condo in Upscale Building Downtown Denver,Capitol Hill,39.72978,-104.98682,Entire home/apt,69,180,0,212,0
623,Cherry Creek Gem!  End of Summer/Fall Special!,Cherry Creek,39.7221,-104.95458,Entire home/apt,406,29,6,313,0
624,Studio with Private Entrance Two Blocks from Light Rail,Overland,39.67843,-104.98904,Entire home/apt,103,2,232,123,0
625,Spacious Cheesman Park Getaway.,Cheesman Park,39.73037,-104.97098,Entire home/apt,89,2,281,114,0
626,Attached guesthouse in Denver's Tennyson area,Berkeley,39.76969,-105.04954,Entire home/apt,114,2,171,144,0
627,Private Garden Bungalow Suite 2 mi to Downtown!,Whittier,39.75704,-104.96011,Entire home/apt,85,3,70,348,0
628,Modern East Coast Vibe in Denver,Indian Creek,39.68561,-104.89699,Entire home/apt,110,30,33,70,0
629,Bungalow basement near RiNo|Comp. Beer + Wine,Cole,39.76784,-104.96328,Private room,61,29,53,0,1
630,Private Studio with Mini Kitchen and Sauna,Hale,39.73434,-104.92874,Entire home/apt,75,2,253,76,0
631,Downtown/LoDo/RiNo,Globeville,39.7782,-104.98242,Entire home/apt,161,31,9,363,0
632,Central Location in Inspiration Point,Regis,39.78804,-105.0554,Private room,50,1,175,0,1
633,420 Friendly 79,Sloan Lake,39.75685,-105.05311,Entire home/apt,124,60,97,110,0
634,Cozy home close to Downtown Denver,West Colfax,39.73812,-105.03645,Entire home/apt,207,1,23,30,0
635,"Capital Hill/Downtown Denver Condo, Cozy.",Capitol Hill,39.7385,-104.9801,Entire home/apt,136,1,210,69,0
636,Relocating? Central Denver Rowhome. Monthly Rates.,Baker,39.71475,-104.99116,Entire home/apt,170,30,9,146,0
637,Lowell Living,Sloan Lake,39.75368,-105.03374,Entire home/apt,957,2,38,361,0
638,"Close to Broncos Games, Downtown & Red Rocks!",Villa Park,39.73153,-105.02926,Entire home/apt,176,2,64,118,0
639,New Bed/Private bath/Pool/Gym/30+ days only,Hampden,39.66508,-104.91464,Private room,24,30,6,341,1
640,Sleek Urban Apartment in trendy Sunnyside,Sunnyside,39.77325,-105.01572,Entire home/apt,124,3,86,85,0
641,Rococo Romance: 2 Bedroom Cap Hill,Capitol Hill,39.73481,-104.97988,Entire home/apt,99,30,228,205,0
642,Business traveller ready!  Awesome design.,North Capitol Hill,39.74323,-104.97578,Entire home/apt,132,29,114,118,0
643,Large Historic House Close to Mile High & Downtown,Jefferson Park,39.75712,-105.02419,Entire home/apt,471,2,243,328,0
644,"Awesome 2BR House at Park Hill, Denver Colorado.",South Park Hill,39.74903,-104.90408,Entire home/apt,105,3,115,324,0
645,Contemporary Victorian in the Heart of LoHi,Highland,39.76472,-105.01119,Entire home/apt,249,2,65,73,0
646,Beautiful Family Friendly House,Gateway - Green Valley Ranch,39.77316,-104.7539,Entire home/apt,129,30,7,29,0
647,Bohemian Brick Tudor Home in Central Denver,Athmar Park,39.7056,-105.01929,Entire home/apt,149,29,21,67,0
648,🧳WANDERLUST Cheesman Park Getaway🥶😮‍💨🐶,Cheesman Park,39.7379,-104.97235,Entire home/apt,229,1,124,212,0
649,Riverfront Loft in Heart of Denver’s Best Neighborhood - Executive Rental,Union Station,39.75519,-105.00405,Entire home/apt,152,30,36,316,0
650,Modern Cowboy 2 Bedroom Lux Capitol Hill Apartment,Capitol Hill,39.73704,-104.98151,Entire home/apt,115,30,242,90,0
651,Aunt El's Haven,Clayton,39.76383,-104.95186,Entire home/apt,75,2,150,157,0
652,3B/3B near RiNo & Downtown,Whittier,39.76125,-104.96843,Entire home/apt,250,2,11,0,0
653,Eclectic Platt Park ~1 mile to DU & Hospitals,Platt Park,39.68888,-104.98242,Private room,67,3,108,344,1
654,Beautiful Remodeled Victorian,West Highland,39.76106,-105.03389,Entire home/apt,275,2,65,3,0
655,Modern Baker Victorian with HOT TUB!  mmj ok,Baker,39.71796,-104.99575,Entire home/apt,289,30,45,270,0
656,5 min from Coors Field includes VIP Parking!,Highland,39.76166,-105.01069,Entire home/apt,571,3,41,178,0
657,Explore Artsy RiNo from a Soothing Private Entry Suite,Five Points,39.76664,-104.97453,Entire home/apt,137,2,284,73,0
658,Quaint Denver Apartment Less than 1 Mi to Downtown,Lincoln Park,39.72894,-104.9937,Entire home/apt,121,3,2,335,0
659,Expansive Remodeled Basement Apartment in Capitol Hill,Capitol Hill,39.73342,-104.97683,Entire home/apt,162,1,301,347,0
660,Modern Row Home w/rooftop in the heart of Downtown,Five Points,39.75807,-104.97507,Entire home/apt,292,1,224,22,0
661,The Kaleidoscope House,Highland,39.76154,-105.01573,Private room,79,1,312,76,1
662,Bungalow off Pearl Street,Platt Park,39.68639,-104.9817,Entire home/apt,125,1,169,226,0
663,Capital Hill Condo in the heart of Denver,Capitol Hill,39.73241,-104.97677,Entire home/apt,83,30,160,226,0
664,Courtyard Condo in RiNo Art District,Five Points,39.75961,-104.97736,Entire home/apt,80,60,424,244,0
665,Tranquil Urban Retreat in Congress Park,Congress Park,39.73386,-104.94601,Entire home/apt,158,2,188,248,0
666,Mid-Century Modern Room - Minutes to Cherry Creek,Virginia Village,39.6895,-104.92569,Private room,95,2,76,99,1
667,Beautiful Downtown Denver Home,Whittier,39.76124,-104.97159,Entire home/apt,118,29,26,0,0
668,Modern Airy Townhome - Private Room (1),West Colfax,39.74475,-105.03181,Private room,289,2,5,362,1
669,Private Basement Suite in high vibe home,Stapleton,39.75355,-104.8847,Private room,75,29,111,177,1
670,De La Sol—Eco-Friendly Home in Lower Highland,Highland,39.76429,-105.00783,Entire home/apt,717,2,175,20,0
671,Sparkling Carriage House near Downtown and Rino,Whittier,39.75958,-104.9617,Entire home/apt,210,3,348,166,0
672,FARMHOUSE 1 min to SOBO dining bars entertainment,Baker,39.71457,-104.99294,Entire home/apt,83,30,132,298,0
673,Great 1BR condo in downtown Denver,CBD,39.7473,-104.9956,Entire home/apt,83,30,16,31,0
674,Modern Airy Sloan's Lake Townhome (2BR/1.5BA),West Colfax,39.74616,-105.0323,Entire home/apt,371,2,28,330,0
675,Centrally located denver house!,Jefferson Park,39.75217,-105.02464,Entire home/apt,350,29,5,88,0
676,"Studio Suite, Denver Tennyson Berkeley Regis Area",Regis,39.79022,-105.04165,Entire home/apt,67,2,271,131,0
677,★  Historic Hideaway in Walkable Prime Location ★,West Highland,39.758755,-105.030457,Entire home/apt,99,1,419,63,0
678,Inspiration Pt Guesthouse with Private Patio,Regis,39.7876,-105.0536,Entire home/apt,98,2,304,70,0
679,Stroll Capitol Hill from a Cozy Foursquare Home,Capitol Hill,39.73696,-104.97826,Entire home/apt,109,2,226,107,0
680,"Art District Charm, Walk to Downtown",Lincoln Park,39.73375,-104.99955,Entire home/apt,136,29,263,88,0
681,Art Loft in RiNo Art District,Five Points,39.75911,-104.9776,Entire home/apt,75,30,224,266,0
682,Amazing Downtown Views! Coors Field Larimer St!,Union Station,39.74968,-104.99568,Entire home/apt,99,30,133,0,0
683,"Bright, Modern Tennyson Home",Berkeley,39.77293,-105.04971,Entire home/apt,155,29,10,118,0
684,"Private living room, bathroom, kitchen & bedroom.",Regis,39.78672,-105.06212,Entire home/apt,65,5,99,89,0
685,1880s RowHouse Steps To Downtown 420 Friendly,Five Points,39.74877,-104.98275,Entire home/apt,239,3,179,69,0
686,"2 bedroom Cheesman Park, easy parking",Cheesman Park,39.72936,-104.97187,Entire home/apt,139,1,192,178,0
687,Modern Cap Hill Furnished Apartment,Capitol Hill,39.73392,-104.97807,Entire home/apt,46,180,0,0,0
688,Long term rental in the heart of DU! #1,University,39.67935,-104.96694,Private room,69,29,32,365,1
689,Bright LoHi Duplex with great downtown views!,Highland,39.76381,-105.00375,Entire home/apt,125,30,142,0,0
690,Charming 1 BD/BA Old Victorian in Platt Park,Platt Park,39.69381,-104.98085,Private room,74,2,41,83,1
691,Charming house in quaint Platt Park Denver,Platt Park,39.69508,-104.98095,Entire home/apt,107,2,8,90,0
692,Sweet Urban Home with a FREE bottle of wine!,Highland,39.76254,-105.00457,Entire home/apt,261,2,224,34,0
693,"138 W 2nd Ave Denver 1st Floor Apt, 30 Day Minimum",Baker,39.71869,-104.99105,Entire home/apt,50,30,261,171,0
694,Location! East Wash park house!,Washington Park,39.69911,-104.9672,Entire home/apt,100,29,2,365,0
695,Bright Sunny Fourplex Unit in Clayton Neighborhood,Clayton,39.76315,-104.95231,Entire home/apt,99,30,63,147,0
696,Beautiful Guest House  Berkeley/Highlands/Downtown,Berkeley,39.77098,-105.0324,Entire home/apt,124,1,296,66,0
697,"Sunny, quit, clean condo in super trendy Uptown",City Park West,39.74563,-104.96748,Entire home/apt,55,59,7,45,0
698,"Walk to Downtown, Breweries, Meow Wolf & More!",Lincoln Park,39.73672,-105.00333,Entire home/apt,172,3,38,0,0
699,BROOKS TOWER 1 BEDROOM CONDO IN DOWNTOWN DENVER,CBD,39.74734,-104.99579,Entire home/apt,127,30,5,269,0
700,Inca Baker Bed & Garden: Private Home + Yard!,Baker,39.71767,-104.9987,Entire home/apt,350,29,13,0,0
701,"50% OFF MONTHLY, Superlative Property",Sloan Lake,39.75164,-105.02892,Entire home/apt,470,14,25,238,0
702,"Historic, Artsy 2 story house in the Heart of RiNo",Five Points,39.75912,-104.98282,Entire home/apt,335,3,4,149,0
703,"Historic 2-Bed, 2-Story Townhome Near Lohi & Rino",Sunnyside,39.77216,-105.00888,Entire home/apt,287,29,21,0,0
704,"Luxurious, Cozy & Quiet Home Centrally Located",Stapleton,39.79021,-104.88405,Entire home/apt,302,3,110,352,0
705,The Chill Bungalow | 10min to LoDo | Outdoor Magic,Chaffee Park,39.79052,-105.01728,Private room,151,1,331,31,1
706,"NEW! 2BR Townhouse, private deck/hot tub/Arcade!",Five Points,39.74706,-104.97374,Entire home/apt,499,3,101,2,0
707,South east Denver gated condo 2/2,Hampden,39.65335,-104.88043,Entire home/apt,180,30,40,354,0
708,Farmhouse style half duplex in popular Sunnyside,Chaffee Park,39.78391,-105.01799,Entire home/apt,69,30,58,0,0
709,1880s Historic Oasis 3 Bedroom Steps From Downtown,Five Points,39.74855,-104.98218,Entire home/apt,362,3,32,63,0
710,Cozy Lincoln Park Apt- Close to Convention Center!,Lincoln Park,39.73669,-105.00325,Entire home/apt,89,2,305,93,0
711,Central Denver Oasis with HOT TUB !!!,City Park West,39.74124,-104.9716,Entire home/apt,353,1,436,251,0
712,SoSlo Bungalow,West Colfax,39.74099,-105.03727,Entire home/apt,235,29,8,256,0
713,Professionally Cleaned Cozy 1 Bedroom Condo,Hale,39.73307,-104.93044,Entire home/apt,56,30,18,158,0
714,Explore Denver in this cute and quiet private room,Clayton,39.76646,-104.94368,Private room,36,30,10,100,1
715,Walk to Top Restaurants From Platt Park Retreat,Platt Park,39.68814,-104.9778,Entire home/apt,81,1,316,112,0
716,Cute and quiet private room in Denver,Clayton,39.7649,-104.94368,Private room,31,30,11,67,1
717,Cozy Stay-2 Bedroom By DIA,Gateway - Green Valley Ranch,39.79155,-104.73681,Private room,90,1,16,271,1
718,Updated Victorian Bungalow in  Sunnyside,Sunnyside,39.77235,-105.0088,Entire home/apt,100,30,251,0,0
719,Relax and Enjoy the Logan St. Urban Refuge,Speer,39.71586,-104.98136,Entire home/apt,135,2,130,322,0
720,Garden Apartment in a Stately Capitol Hill Victorian House,Cheesman Park,39.73545,-104.97145,Entire home/apt,99,29,149,0,0
721,The little Carriage (house) that could!,Berkeley,39.77916,-105.05106,Entire home/apt,89,30,119,42,0
722,Modern Carriage House Loft in Popular Platt Park,Platt Park,39.68424,-104.9807,Entire home/apt,114,2,169,193,0
723,Ice House Lofts 5th Floor Unit,Union Station,39.75544,-104.99877,Entire home/apt,195,30,1,0,0
724,1 Bedroom on 34th Floor with Spire Skyclub Access,CBD,39.74459,-104.99449,Entire home/apt,191,30,2,0,0
725,"Adorable, central, cozy loft with deck!",Cole,39.76542,-104.96469,Entire home/apt,138,29,434,356,0
726,"Walkable 700 sq ft basement, 2.5 mi to DT Denver",Sunnyside,39.77448,-105.02189,Entire home/apt,71,1,476,2,0
727,"Cozy, Bright Capitol Hill Carriage House: KING BED",Capitol Hill,39.73161,-104.97457,Entire home/apt,136,1,198,27,0
728,The Alluring Sanctuary with Private Balcony,Baker,39.72243,-104.9953,Entire home/apt,79,30,76,57,0
729,Charming garden level suite with private entrance,Cory - Merrill,39.68798,-104.944,Entire home/apt,112,29,64,339,0
730,Charming Carriage House Apartment near Hospitals,City Park West,39.74943,-104.9719,Entire home/apt,48,30,18,210,0
731,Wash Park Dream Home,Washington Park,39.69308,-104.95995,Private room,70,3,49,29,1
732,Queen Irene's B&B  (Upper Level) (Secured Parking),Washington Park West,39.70694,-104.98521,Private room,125,29,25,175,1
733,"Beautiful suite,  private patio & entry, Denver",South Park Hill,39.74157,-104.90628,Entire home/apt,66,2,170,165,0
734,Private bedroom available for monthly rent,University Hills,39.6566,-104.92868,Private room,25,30,10,121,1
735,Stunning City Views in LoDo,Union Station,39.75738,-105.00235,Entire home/apt,101,30,12,263,0
736,Queen Irene's B & B (Lower Suite)(Secured Parking),Washington Park West,39.70621,-104.98501,Private room,125,2,53,365,1
737,Furnished private living quarters near downtown!,North Park Hill,39.75705,-104.929,Private room,45,30,4,27,1
738,"Mid-Century Luxury, Patio,Great for Groups/Fam 4br",West Colfax,39.73601,-105.04197,Entire home/apt,381,29,87,47,0
739,"Modern, Spacious Home with Victorian Charm",West Highland,39.76321,-105.03722,Entire home/apt,242,1,234,103,0
740,Beautiful Denver Historic Haunt,Capitol Hill,39.73575,-104.9818,Entire home/apt,286,30,21,0,0
741,Luxury Loft on 16th st mall,CBD,39.74452,-104.99377,Entire home/apt,350,30,21,133,0
742,Downtown Views From Fashionable North Lohi Home,Sunnyside,39.77662,-105.01914,Entire home/apt,196,1,248,206,0
743,"2 bedroom, 2 bathroom house near Wash Park",Cory - Merrill,39.69448,-104.95917,Entire home/apt,208,2,7,0,0
744,🧳WANDERLUST City Park Getaway Private Loft 🥶😮‍💨,Whittier,39.75147,-104.96365,Entire home/apt,99,1,128,351,0
745,Charming North Denver Home with all the Amenities!,West Highland,39.76246,-105.04655,Entire home/apt,104,3,144,106,0
746,Charming & Modern Highlands Carriage House,Berkeley,39.77062,-105.03613,Entire home/apt,118,2,235,215,0
747,BIG 1-BRs near Union Station with FREE PARKING,Union Station,39.75603,-104.99848,Entire home/apt,136,29,358,310,0
748,Tennyson St Guesthouse with private patio,Regis,39.7889,-105.04253,Entire home/apt,88,4,81,333,0
749,15 min from DEN/DIA airport! Room and private bath,DIA,39.80162,-104.7672,Private room,50,29,386,308,1
750,🧳WANDERLUST#1 City Park Getaway Private Suite🥶 ☕️ 🖥,City Park West,39.743,-104.96068,Private room,54,1,139,274,1
751,Relax and enjoy new Jefferson park Modern Townhome,Jefferson Park,39.75016,-105.02262,Entire home/apt,459,29,42,62,0
752,1 Bedroom with Mountain Views at Brooks Tower,CBD,39.74555,-104.99741,Entire home/apt,140,30,8,138,0
753,"Executive Suite, central location 1bd/1ba + patio",Washington Virginia Vale,39.69766,-104.92707,Entire home/apt,85,30,78,49,0
754,2br/2bath Furnished Luxury Suite,CBD,39.7454,-104.99647,Entire home/apt,135,30,7,191,0
755,Brand New Home two blocks from Broncos stadium,West Colfax,39.74539,-105.02878,Entire home/apt,325,1,12,47,0
756,27TH FLOOR - 1 BEDROOM SPIRE,CBD,39.746,-104.99525,Entire home/apt,224,30,0,334,0
757,Modern & Spacious West Highlands Home,West Highland,39.76356,-105.04741,Entire home/apt,293,2,79,75,0
758,Modern Denver Home with Easy Mountain Access!!,Villa Park,39.72753,-105.03694,Entire home/apt,176,2,34,40,0
759,Oasis in the City-5 mins 2 downtown 420 GLBT Chill,Sunnyside,39.77257,-105.01855,Private room,55,29,92,28,1
